published_date,username,comment,like_count,reply_count,reply_to_user,reply_to_comment,video_id,clean,sentiment
2023-12-15T11:14:56Z,@RianKurniawan-ib7xr,Dilan persi dewasanya nih,2,0,-,-,aY7tiJJTG_4,dil pers dewasa nih,Neutral
2023-12-15T10:43:54Z,@Tetzuuchiha.,Gue pribadi menilai Arbani cocok jdi Dilan. Karna Dilan di novel Ancika itu punya sifat dewasa dan sudah kuliah. Bukan Dilan yg masih remaja labil dan masih SMA yg lebih suka mentingin egonya.,77,0,-,-,aY7tiJJTG_4,gue pribadi nilai arbani cocok jdi dil karna dil novel ancika sifat dewasa kuliah dil yg remaja labil sma yg suka mentingin ego,Neutral
2023-12-15T09:52:46Z,@aldysadega80,"UNDANG THREESIXTY DONG BANG, YANG SETUJU LIKE 🎉🎉",0,0,-,-,aY7tiJJTG_4,undang threesixty bang tuju like,Neutral
2023-12-15T09:23:17Z,@aliasaaja7822,Ihh. Seru,1,0,-,-,aY7tiJJTG_4,ihh seru,Neutral
2023-12-15T09:05:14Z,@ahmadfaizun7275,Mas Rompies🔥🔥,4,0,-,-,aY7tiJJTG_4,mas rompies,Neutral
2023-12-15T09:04:17Z,@aliasaaja7822,Menurut. Ku.   Seorang. Iqbal. Itu. Kalau. Ngomong. Langsung. Ke. Persoalan,1,0,-,-,aY7tiJJTG_4,ku iqbal ngomong langsung,Neutral
2023-12-15T08:56:19Z,@aliasaaja7822,Yg. Aku. Senang. Bani. Dia. Baik Didu ia. Nyata. Juga. Film,0,0,-,-,aY7tiJJTG_4,yg senang bani didu nyata film,Neutral
2023-12-15T08:09:43Z,@IskandarJaelani-y7u,Sama bang gua juga udah nggk dmn sama marvel yg skrng,1,0,-,-,aY7tiJJTG_4,bang gua udah nggk dmn marvel yg skrng,Neutral
2023-12-15T06:53:08Z,@maghfirahnvl9015,"Ya mau gimana, udah 3 film dilan iqbaal yg peranin, wajar2 aja lah ada pro kontra nya",1,0,-,-,aY7tiJJTG_4,ya gimana udah film dil iqbaal yg peranin wajar aja pro kontra nya,Neutral
2023-12-15T06:33:01Z,@wika4ever883,Penasaran filmnya,0,0,-,-,aY7tiJJTG_4,penasaran film,Neutral
2023-12-15T06:29:48Z,@kikidamayanti806,Ihh geregetan sama bang kemal gak tau eun film rompis...,4,1,-,-,aY7tiJJTG_4,ihh gereget bang kemal gak tau eun film rompis,Neutral
2023-12-18T18:47:54Z,@HasnaRahayu-rk2hc,"Bener sama aku juga gregetan sama kemal da,,",0,-,@kikidamayanti806,Ihh geregetan sama bang kemal gak tau eun film rompis...,aY7tiJJTG_4,bener gregetan kemal da,Neutral
2023-12-15T06:16:05Z,@kikidamayanti806,"Aduuhhhh dari mulai rompis tuh bang kemal, arbani udaah gak ecek ecek...",2,0,-,-,aY7tiJJTG_4,aduuhhhh rompis tuh bang kemal arbani udaah gak ecek ecek,Neutral
2023-12-15T05:46:32Z,@vvinheart,"Tapi klo film ini beda dari dilan pasti bagus sih dan banyak yg suka, soalnya kn netizen nih udh pada melekat sama dilannya iqbaal jadi agak susah.",6,0,-,-,aY7tiJJTG_4,klo film beda dil bagus sih yg suka kn netizen nih udh lekat dil iqbaal susah,Neutral
2023-12-15T05:10:27Z,@gulitacahaya_animation,"Sudah baca novelnya, emg dilan penggambarannya agak beza. Jadi lebih dewasa, walaupun absurdnya tetap masih",2,0,-,-,aY7tiJJTG_4,baca novel emg dil gambar beza dewasa absurd,Negative
2023-12-15T04:44:06Z,@rizkyadigaha5502,"gw udah baca novelnya semua, dan di ancika ini karakter dilan emg udah lebih dewasa, cocok diperanin arbani no comment, yg paling gw tunggu scene dilan sama ancika disidang bunda😂",98,4,-,-,aY7tiJJTG_4,gw udah baca novel ancika karakter dil emg udah dewasa cocok diperanin arbani no comment yg gw tunggu scene dil ancika sidang bunda,Neutral
2024-01-17T16:31:38Z,@nantichannel2290,Baca dmana bang?,0,-,@rizkyadigaha5502,"gw udah baca novelnya semua, dan di ancika ini karakter dilan emg udah lebih dewasa, cocok diperanin arbani no comment, yg paling gw tunggu scene dilan sama ancika disidang bunda😂",aY7tiJJTG_4,baca dmana bang,Neutral
2024-01-17T17:50:50Z,@rizkyadigaha5502,@nantichannel2290 beli sama pinjem temen bang,0,-,@rizkyadigaha5502,"gw udah baca novelnya semua, dan di ancika ini karakter dilan emg udah lebih dewasa, cocok diperanin arbani no comment, yg paling gw tunggu scene dilan sama ancika disidang bunda😂",aY7tiJJTG_4,nantichannel beli pinjem temen bang,Neutral
2024-01-22T09:50:50Z,@AigoKrezi,​@nantichannel2290 bukunya,0,-,@rizkyadigaha5502,"gw udah baca novelnya semua, dan di ancika ini karakter dilan emg udah lebih dewasa, cocok diperanin arbani no comment, yg paling gw tunggu scene dilan sama ancika disidang bunda😂",aY7tiJJTG_4,nantichannel buku,Neutral
2024-05-19T18:48:50Z,@candra7802,"​@nantichannel2290di Tokped banyak yg jual buku fisik nya, atau mau yg digital ada di google play store",0,-,@rizkyadigaha5502,"gw udah baca novelnya semua, dan di ancika ini karakter dilan emg udah lebih dewasa, cocok diperanin arbani no comment, yg paling gw tunggu scene dilan sama ancika disidang bunda😂",aY7tiJJTG_4,nantichanneldi tokped yg jual buku fisik nya yg digital google play store,Neutral
2023-12-15T04:23:05Z,@jufrijufri6257,"Sy sependapat dgn yg di sampaikan
Arbani... 
Disamping Arbani juga bnyk memerankan bnyk karakter

Iqbal memang tdk bnyk filmnya
Tapi.. Rata2 film yg dibintangi Iqbal
Jaminan booming... Meledak di pasaran.... 

Kesimpulannya
Film ini msh akan bnyk menyedot animo penonton terutama bagi mereka yg pingin melihat kisah Dilan 
Tapi... 
Bila pertanyaan ini dilanjutkan... 
Apakah film ini akan meledak seperti film Dilan 1990,1991 dan milea suara dari Dilan. 
Jawabannya.... Belom tentu",11,1,-,-,aY7tiJJTG_4,sy dapat dgn yg arbani samping arbani bnyk peran bnyk karakter iqbal tdk bnyk film film yg bintang iqbal jamin booming ledak pasar simpul film msh bnyk sedot animo tonton yg pingin kisah dil lanjut film ledak film dil milea suara dil jawab bom,Neutral
2024-01-12T19:47:13Z,@zulfikarardani4,Setujuu,0,-,@jufrijufri6257,"Sy sependapat dgn yg di sampaikan
Arbani... 
Disamping Arbani juga bnyk memerankan bnyk karakter

Iqbal memang tdk bnyk filmnya
Tapi.. Rata2 film yg dibintangi Iqbal
Jaminan booming... Meledak di pasaran.... 

Kesimpulannya
Film ini msh akan bnyk menyedot animo penonton terutama bagi mereka yg pingin melihat kisah Dilan 
Tapi... 
Bila pertanyaan ini dilanjutkan... 
Apakah film ini akan meledak seperti film Dilan 1990,1991 dan milea suara dari Dilan. 
Jawabannya.... Belom tentu",aY7tiJJTG_4,setujuu,Neutral
2023-12-15T03:47:38Z,@muhammadrafli738,wawancara zee bg kemal skrng,2,0,-,-,aY7tiJJTG_4,wawancara zee bg kemal skrng,Neutral
2023-12-15T01:41:21Z,@sahh8_,kalo nonton gala premiere tuh invitation ya ?,2,0,-,-,aY7tiJJTG_4,kalo nonton gala premiere tuh invitation ya,Neutral
2023-12-14T22:29:52Z,@mohamadfebriansyah9943,Mau siapapun dilannya yg pentinh anchika nya Zee!! 😍,2,0,-,-,aY7tiJJTG_4,dil yg pentinh anchika nya zee,Neutral
2023-12-14T22:12:50Z,@abduldilan1823,Coba iqbaal sama arbani difoto bareng emang mirip ini orang berdua,3,0,-,-,aY7tiJJTG_4,coba iqbaal arbani foto bareng emang orang dua,Neutral
2023-12-14T18:53:19Z,@bendtner-oh6un,"Dikonten ini bang kemal akhirnya meriset wkwkwkwkwk the real host wkwkkwk tapi jangan diilangin karakter gak ngerti apa apanya bang, seru soalnya",7,0,-,-,aY7tiJJTG_4,konten bang kemal riset wkwkwkwkwk the real host wkwkkwk diilangin karakter gak ngerti apa bang seru,Positive
2023-12-14T17:43:34Z,@andresetyawan9122,39:48 zee mana bang,3,0,-,-,aY7tiJJTG_4,zee bang,Neutral
2023-12-14T17:21:33Z,@ahmadin1061,ArBani Udh meleket roman picisan,3,0,-,-,aY7tiJJTG_4,arbani udh meleket roman picis,Neutral
2023-12-14T16:48:58Z,@liaassyams,Ranah 3 warna juga oke lho...,2,0,-,-,aY7tiJJTG_4,ranah warna oke lho,Neutral
2023-12-14T16:17:38Z,@wiwiekifgarijanti4664,Arbani cocok jadi dilan,2,0,-,-,aY7tiJJTG_4,arbani cocok dil,Neutral
2023-12-14T15:47:22Z,@fbriyann5466,Intinya menurut abdi mah yah kita liat/pandang ayah aja gakusah membeda bedakan toh yg harus kita ketahui itu kelanjutan ceritanya ayah sampai nikah sama istri kan hehe toh ayah juga pernah bilang kalau siapa aja bisa jadi dilan  1972-2098 (sang bajingan) 🇨🇺 semoga sukses buat film ancika ❤,3,0,-,-,aY7tiJJTG_4,inti abdi mah yah liatpandang ayah aja gakusah beda beda yg tahu lanjut cerita ayah nikah istri hehe ayah bilang aja dil sang bajing moga sukses film ancika,Neutral
2023-12-14T15:36:54Z,@tiaraadna775,"Aku suka arbani di roman Picisan. Dan ku suka jkt48. Disini 2 idola bersatuuuu, dn ku harus wajib nonton aamiin

Untuk dilan. Si iqbal dan arbani punya kemiripan... Dan ku yakin mereka pasti cocok dengan perann ini. Semoga film ini diterima seperti sblmnya.",24,0,-,-,aY7tiJJTG_4,suka arbani roman picis ku suka jkt idola bersatuuuu dn ku wajib nonton aamiin dil si iqbal arbani mirip ku cocok perann moga film terima sblmnya,Neutral
2023-12-14T15:22:54Z,@MovieEverywhere,Menurut gw cocok cocok aja lagian muka iqbal sama arbani lumayan mirip hehe,3,0,-,-,aY7tiJJTG_4,gw cocok cocok aja muka iqbal arbani lumayan hehe,Neutral
2023-12-14T15:22:46Z,@isaaalproject,Arbani = Dilan versi dewasa,7,0,-,-,aY7tiJJTG_4,arbani dil versi dewasa,Neutral
2023-12-14T15:06:08Z,@agenawarudin190,"Dari pengalaman saya membaca novel ""Ancika"" sosok dilan dicerita novel tersebut sudah memiliki kedewasaannya berpikir, apalagi hal kritis mengkritik pemerintah dimasa orde baru. Dan juga dilan, sudah melupakan bayang-bayang kejadian masalalu menimpa dirinya. 

Saya sangat setuju jika Arbani yasiz memperankan dilan diserial cerita novel ""Ancika"" yang dituliskan oleh pidi Baiq, karakternya sangat cocok dengan karakternya dilan.",133,0,-,-,aY7tiJJTG_4,alam baca novel ancika sosok dil cerita novel milik dewasa pikir kritis kritik perintah masa orde dil lupa bayangbayang jadi masalalu timpa tuju arbani yasiz peran dil serial cerita novel ancika tulis pidi baiq karakter cocok karakter dil,Neutral
2023-12-14T14:31:29Z,@AliNacho7,Next udg zee,5,0,-,-,aY7tiJJTG_4,next udg zee,Neutral
2023-12-14T14:20:41Z,@shaqilakiki7082,Romanku❤,1,0,-,-,aY7tiJJTG_4,roman,Neutral
2023-12-14T13:57:04Z,@d12prd61,Noh yang ngebandingin yg cuma gank gank nya doang atau ributnya lah dengerin tuh podcastnya,1,0,-,-,aY7tiJJTG_4,noh ngebandingin yg gank gank nya doang ribut dengerin tuh podcastnya,Neutral
2023-12-14T13:16:07Z,@shaqilakiki7082,Sayangkuu❤❤,1,0,-,-,aY7tiJJTG_4,sayangkuu,Neutral
2023-12-14T13:09:06Z,@olanmaulana5270,"gw yg belom baca novelnya, dan nungguin hasil filmya baru bisa berkomentar ntar hehehehehe",1,0,-,-,aY7tiJJTG_4,gw yg bom baca novel nungguin hasil filmya komentar ntar hehehehehe,Neutral
2023-12-14T12:47:33Z,@rafiahmad5091,Undang iqbaal nya😂,1,0,-,-,aY7tiJJTG_4,undang iqbaal nya,Neutral
2023-12-14T11:53:15Z,@MKKBTV18,"Gw mlh dr awal adanya dilan lebih sreg ke arbani sih, ngeliat pengalaman ny dia meranin roman keren bgt 🤘😎",6,1,-,-,aY7tiJJTG_4,gw mlh dr dil sreg arbani sih ngeliat alam ny meranin roman keren bgt,Neutral
2024-01-02T10:04:12Z,@elnunna,"iya setuju, Iqbal di film Dilan gombalnya malah kaku 🙁 Arbani lebih smooth natural banget klo gombal, di Roman picisan gw baper terus sm aktingnya",1,-,@MKKBTV18,"Gw mlh dr awal adanya dilan lebih sreg ke arbani sih, ngeliat pengalaman ny dia meranin roman keren bgt 🤘😎",aY7tiJJTG_4,iya tuju iqbal film dil gombal kaku arbani smooth natural banget klo gombal roman picis gw baper sm akting,Positive
2023-12-14T11:42:55Z,@muhamadfahrialamsyah953,Siapa yang setuju undang zee☝😊,3,0,-,-,aY7tiJJTG_4,tuju undang zee,Neutral
2023-12-14T11:36:33Z,@bouchan7856,Keren bang Bani😎🔥 udh cocok jadi dilan versi Kuliah,2,0,-,-,aY7tiJJTG_4,keren bang bani udh cocok dil versi kuliah,Neutral
2023-12-14T11:35:46Z,@muhamadfahrialamsyah953,Bang undang Zee 😊,2,0,-,-,aY7tiJJTG_4,bang undang zee,Neutral
2023-12-14T11:35:29Z,@muhamadfahrialamsyah953,Bang undang Zee 😊,1,0,-,-,aY7tiJJTG_4,bang undang zee,Neutral
2023-12-14T09:55:06Z,@UudUud-vc6cp,Suka banget karakter kak Bani SE Mangat kak Bani.,1,0,-,-,aY7tiJJTG_4,suka banget karakter kak bani mangat kak bani,Neutral
2023-12-14T09:34:08Z,@devitaresss,semangat arbani semoga banyak film film lagi yang diperanin arbani,6,0,-,-,aY7tiJJTG_4,semangat arbani moga film film diperanin arbani,Neutral
2023-12-14T09:19:25Z,@sulkifli8777,kalo saya pribadi perbandingan IQBAL ATAU ARBANI ibarat angka 11 12,1,0,-,-,aY7tiJJTG_4,kalo pribadi banding iqbal arbani angka,Neutral
2023-12-14T09:16:00Z,@ayulestari-vn5nj,Yg banyak bilang dilan nya gk cocok mending baca novelnya dlu biar paham,0,0,-,-,aY7tiJJTG_4,yg bilang dil nya gk cocok mending baca novel dlu biar paham,Neutral
2023-12-14T07:39:15Z,@yogimuhamadakbr,Next undang zee (ancika) nya dong😁,0,0,-,-,aY7tiJJTG_4,next undang zee ancika nya,Neutral
2023-12-14T07:34:35Z,@willyxssy,menurut gw sih arbani mirip sama iqbal menurut gw yaa,1,0,-,-,aY7tiJJTG_4,gw sih arbani iqbal gw yaa,Neutral
2023-12-14T07:20:37Z,@dwioktanugroho,alangkah asyiknya baca buku nya dulu,1,0,-,-,aY7tiJJTG_4,alangkah asyik baca buku nya,Neutral
2023-12-14T07:12:49Z,@fajarenoviandji3734,Ah ok!,0,0,-,-,aY7tiJJTG_4,ah ok,Positive
2023-12-14T07:01:23Z,@channelorangbaikalhamdulil4431,keren bang bani,0,0,-,-,aY7tiJJTG_4,keren bang bani,Neutral
2023-12-14T06:58:16Z,@anggia1669,"suka sama arbani semenjak maen series sama zara live with my ketos, gasabar nonton film ancikaaaa",1,0,-,-,aY7tiJJTG_4,suka arbani semenjak maen series zara live with my tos gasabar nonton film ancikaaaa,Positive
2023-12-14T06:51:50Z,@fikrimuhar,Dilan Arbani adalah Dilan Kuliah Era broo🔥🔥🔥,1,0,-,-,aY7tiJJTG_4,dil arbani dil kuliah era broo,Neutral
2023-12-14T06:28:14Z,@WINARSIH-f9z,"Menurutku cocok sich,, cz dia pernah juga main jadi Roman Picisan. dan menurutku film sinetron itu sukses.",1,0,-,-,aY7tiJJTG_4,turut cocok sich cz main roman picis turut film sinetron sukses,Positive
2023-12-14T06:28:11Z,@ibadinsabri342,Dulu heath ledger juga diragukan buat jadi joker. sekarang kalo ditanya siapa the best joker semua jawab heath ledger,0,0,-,-,aY7tiJJTG_4,heath ledger ragu joker kalo the best joker heath ledger,Positive
2023-12-14T06:26:49Z,@Thebiarkanaku,Soalnya istrinya ayah pidi kan ancika. Jadi harus sesuai pilihan belio wkwkw,0,0,-,-,aY7tiJJTG_4,istri ayah pidi ancika sesuai pilih belio wkwkw,Neutral
2023-12-14T06:06:37Z,@Alfian_0754,delon,0,0,-,-,aY7tiJJTG_4,don,Neutral
2023-12-14T05:54:35Z,@wahyusetiawan3890,bang tu gambar poster download dmna?,1,0,-,-,aY7tiJJTG_4,bang tu gambar poster download dmna,Neutral
2023-12-14T05:51:12Z,@sex0d4nce,Sebenarnya Dilan tdk terletak pada iqbalnya saja tp ke milea jg menurut gua !!,5,0,-,-,aY7tiJJTG_4,dil tdk letak iqbalnya tp milea jg gua,Neutral
2023-12-14T04:21:44Z,@addicted2mosh,"James Bond gak selamanya yg memerankan Pierce Brosnan, Superman jg gak selamanya Henry Cavill, begitupun Pidi Baiq jg pasti punya pemikiran bahwa Dilan itu bisa siapa aja yg memerankan",11,0,-,-,aY7tiJJTG_4,james bond gak yg peran pierce brosnan superman jg gak henry cavill pidi baiq jg pikir dil aja yg peran,Neutral
2023-12-14T04:21:17Z,@hazelzaidane,"wtf gw kira masih 20an awal, ternyata udh 29 ya doi",1,0,-,-,aY7tiJJTG_4,wtf gw an udh ya doi,Negative
2023-12-14T04:18:03Z,@naufaladityapernanda9663,Next pidi baiq,3,0,-,-,aY7tiJJTG_4,next pidi baiq,Neutral
2023-12-14T04:17:22Z,@Worldleather,"Arbani pasti bisa,, dia aktor hebat",1,0,-,-,aY7tiJJTG_4,arbani aktor hebat,Neutral
2023-12-14T03:43:31Z,@rapserumpun,"Apapun filmnya kalo pemainnya udah di ubah, bakalan lain aja liat nya",2,0,-,-,aY7tiJJTG_4,apa film kalo main udah ubah aja liat nya,Positive
2023-12-14T03:37:24Z,@mirajalaziz1850,"6:06 fix ayah emang dilan, dan cika emang ibu rossi.",2,0,-,-,aY7tiJJTG_4,fix ayah emang dil cika emang rossi,Neutral
2023-12-14T03:35:02Z,@iyan1994,"film yg memang punya karakter, memang ayah pidi itu keren",1,0,-,-,aY7tiJJTG_4,film yg karakter ayah pidi keren,Neutral
2023-12-14T02:06:20Z,@kevindam5579,Satu satunya podcast yg gw tonton smpe akhir ga skip sama sekali,2,0,-,-,aY7tiJJTG_4,satu podcast yg gw tonton smpe ga skip,Neutral
2023-12-14T01:46:05Z,@renoheriyansah5574,"Bani bestttttt 


Jejak @kangreno96",2,0,-,-,aY7tiJJTG_4,bani bestttttt jejak kangreno,Neutral
2023-12-14T01:19:43Z,@UstadFirman-h7t,Sy yakin versi yg ancika akan boooom,1,0,-,-,aY7tiJJTG_4,sy versi yg ancika boooom,Neutral
2023-12-14T00:45:21Z,@bagusalmansiz138,"Novelnya seru banget, woy…",1,1,-,-,aY7tiJJTG_4,novel seru banget woy,Neutral
2023-12-18T15:46:23Z,@shanly472,Gw baca itu antara 2016 mau 2017 udh lama banget ya tapi gila bukunya gak nyesel si,0,-,@bagusalmansiz138,"Novelnya seru banget, woy…",aY7tiJJTG_4,gw baca udh banget ya gila buku gak nyesel si,Neutral
2023-12-14T00:33:37Z,@baskii88,Dilan lebih miripnya ke karakter bani yg kmrin d sinetron IPA IPS Rifki botolkecap,6,0,-,-,aY7tiJJTG_4,dil mirip karakter bani yg kmrin d sinetron ipa ips rifki botolkecap,Neutral
2023-12-13T23:59:16Z,@fajrulfalah29,Anggap aja time skip ga sih jadi ga terlalu kecewa dengan berubahnya dilan,3,0,-,-,aY7tiJJTG_4,anggap aja time skip ga sih ga kecewa ubah dil,Neutral
2023-12-13T22:26:32Z,@wandasarahle1340,Undang vidi baiq bisa ngak sih,1,0,-,-,aY7tiJJTG_4,undang vidi baiq ngak sih,Neutral
2023-12-13T21:00:15Z,@AguyMDF,Pemeran utamanya Kelas semua bro pasti mantab ini filmnya,3,0,-,-,aY7tiJJTG_4,per utama kelas bro mantab film,Neutral
2023-12-13T20:45:18Z,@leoagustin_,"Arbani tetaplah roman picisan, dan iqbaal ramadhan tetaplah abdul dilan!",15,0,-,-,aY7tiJJTG_4,arbani tetap roman picis iqbaal ramadhan tetap abdul dil,Neutral
2023-12-13T19:49:18Z,@naidy1966,"NEXT = CATHEEZZ, VIOR, MEYDEN, satukan MEREKA, satu jam baru di apload bisa 800 ribu yang NONTON, kalo ada MEREKA 🎧🎧🎧🎧🎧🎧🎧🎧",3,7,-,-,aY7tiJJTG_4,next catheezz vior meyden satu jam apload ribu nonton kalo,Neutral
2023-12-14T01:11:11Z,@titaniads2421,gmtu,0,-,@naidy1966,"NEXT = CATHEEZZ, VIOR, MEYDEN, satukan MEREKA, satu jam baru di apload bisa 800 ribu yang NONTON, kalo ada MEREKA 🎧🎧🎧🎧🎧🎧🎧🎧",aY7tiJJTG_4,gmtu,Neutral
2023-12-14T03:20:08Z,@naidy1966,Apa boyyyyy,0,-,@naidy1966,"NEXT = CATHEEZZ, VIOR, MEYDEN, satukan MEREKA, satu jam baru di apload bisa 800 ribu yang NONTON, kalo ada MEREKA 🎧🎧🎧🎧🎧🎧🎧🎧",aY7tiJJTG_4,boyyyyy,Neutral
2023-12-14T05:48:43Z,@rockydarmawan6894,Gk ada faedah nya,1,-,@naidy1966,"NEXT = CATHEEZZ, VIOR, MEYDEN, satukan MEREKA, satu jam baru di apload bisa 800 ribu yang NONTON, kalo ada MEREKA 🎧🎧🎧🎧🎧🎧🎧🎧",aY7tiJJTG_4,gk faedah nya,Neutral
2023-12-14T09:19:52Z,@Aksaa_0,prrffffttt,0,-,@naidy1966,"NEXT = CATHEEZZ, VIOR, MEYDEN, satukan MEREKA, satu jam baru di apload bisa 800 ribu yang NONTON, kalo ada MEREKA 🎧🎧🎧🎧🎧🎧🎧🎧",aY7tiJJTG_4,prrffffttt,Neutral
2023-12-14T14:31:37Z,@xyvnnmusic,"Mereka baru di dunia entertainment, kurang cocok sama konsep podcast ini",1,-,@naidy1966,"NEXT = CATHEEZZ, VIOR, MEYDEN, satukan MEREKA, satu jam baru di apload bisa 800 ribu yang NONTON, kalo ada MEREKA 🎧🎧🎧🎧🎧🎧🎧🎧",aY7tiJJTG_4,dunia entertainment cocok konsep podcast,Neutral
2023-12-13T19:16:12Z,@ambriluhalehe6052,"Balik lagi ke rezeki gak kemana, mau ratusan kandidat kalo blm rezekinya ttp gak akan ke pilih, pokonya can't wait brother Roman Arbani 🙌🏻",11,0,-,-,aY7tiJJTG_4,rezeki gak mana ratus kandidat kalo blm rezeki ttp gak pilih poko cant wait brother roman arbani,Neutral
2023-12-13T17:38:47Z,@masssdimassss,"sebelum liat ancika mending tonton dulu flim bani sebelum nya, Roman picisan bagus bgt tuh. sukses baniiiiiiii🎉",4,0,-,-,aY7tiJJTG_4,liat ancika mending tonton flim bani nya roman picis bagus bgt tuh sukses baniiiiiiii,Neutral
2023-12-13T17:32:49Z,@CichaAndini-g1k,Gemes banget waktu ngomongin raisa wkwkwk,2,0,-,-,aY7tiJJTG_4,gemes banget ngomongin raisa wkwkwk,Neutral
2023-12-13T17:32:30Z,@arifjoas3146,Menurut gua sih emang gak jelek Arbani tapi emang udah terlalu lengket aj karakter Ikbal dalam dilan. Dan Arbani ini emang punya karakter nya tersendiri yg mana lebih baik atau good boy gitu,7,1,-,-,aY7tiJJTG_4,gua sih emang gak jelek arbani emang udah lengket aj karakter ikbal dil arbani emang karakter nya sendiri yg good boy gitu,Positive
2023-12-18T15:40:29Z,@shanly472,Tapi klu liat cover buku dilan itu mirip Arbani imajinasi gw di buku itu mirip kaya Arbani agak berisi dari 3 buku yg gw baca ya menurut gw,0,-,@arifjoas3146,Menurut gua sih emang gak jelek Arbani tapi emang udah terlalu lengket aj karakter Ikbal dalam dilan. Dan Arbani ini emang punya karakter nya tersendiri yg mana lebih baik atau good boy gitu,aY7tiJJTG_4,klu liat cover buku dil arbani imajinasi gw buku kaya arbani isi buku yg gw baca ya gw,Neutral
2023-12-13T17:29:23Z,@fikrinurhidayat4434,Kerenn,1,0,-,-,aY7tiJJTG_4,kerenn,Neutral
2023-12-13T17:08:20Z,@febriyanto6261,Keren sih Dilan versi Roman,3,0,-,-,aY7tiJJTG_4,keren sih dil versi roman,Neutral
2023-12-13T17:05:06Z,@Nengdiyah3011,"Dilan sudah fenomenal sama iqbal 😂 wajahnya mirip juga arbani sama iqbal 
Lanjutkan",4,0,-,-,aY7tiJJTG_4,dil fenomenal iqbal wajah arbani iqbal lanjut,Neutral
2023-12-13T17:01:38Z,@rizkyfadhlillah443,Dia aja jadi alif fikri bagus seriusan gua pembaca trilogi 5 menara senang. Dia yg jadi si alif yang judge  please tonton nanti,1,0,-,-,aY7tiJJTG_4,aja alif fikri bagus serius gua baca trilogi menara senang yg si alif judge please tonton,Neutral
2023-12-13T16:47:29Z,@Cahya_Pertiwi16,Next ngundang zee dong ngomongin film anchika,3,0,-,-,aY7tiJJTG_4,next ngundang zee ngomongin film anchika,Neutral
2023-12-13T16:42:47Z,@sibray20,BOTOL KECAP TERBAIK🫡,6,0,-,-,aY7tiJJTG_4,botol kecap baik,Neutral
2023-12-13T16:30:49Z,@RITLER_NAPI,DILAN UNIVERSE WKWK MOGA SUKSES..ROMAN PICISAN TO DILAN,2,0,-,-,aY7tiJJTG_4,dil universe wkwk moga suksesroman picis to dil,Neutral
2023-12-13T15:18:40Z,@JAY-h1v9v,Faizal 510 kapan mal,0,0,-,-,aY7tiJJTG_4,faizal mal,Neutral
2023-12-13T15:02:47Z,@dwiaprionooo,"Ancika 1995 ketika gua tahu ini akan mulai di filmkan, gw mulai merasa seru sendiri karena baru beli novelnya beberapa hari yang lalu gitu nah abis itu gw kasih novelnya ke seorang cewek tuh, sampe akhir ini gw masih terngiang-ngiang karakter itu walaupun gw udah ga baca lagi novelnya",22,0,-,-,aY7tiJJTG_4,ancika gua film gw seru beli novel gitu abis gw kasih novel cewek tuh sampe gw terngiangngiang karakter gw udah ga baca novel,Neutral
2023-12-13T14:27:00Z,@joeluckarman,BBB mana wooooiiiyyy.... 😠,0,0,-,-,aY7tiJJTG_4,bbb wooooiiiyyy,Neutral
2023-12-13T14:13:23Z,@kuroshaid5518,buat gue arbani tetap roman UwU,4,0,-,-,aY7tiJJTG_4,gue arbani roman uwu,Neutral
2023-12-13T13:53:30Z,@nurulanisa8504,"menurutku kenapa ayah Pidi Baiq memilih Kak Arbani karena memang secara pembawaan kak Bani itu tenang, dewasa juga jadi ayah percaya bahwa memang Dillan Yang Bersama Ancika kali ini cocok dimainkan oleh Kak Bani. Percaya sukses pokoknya!!❤❤",72,0,-,-,aY7tiJJTG_4,turut ayah pidi baiq pilih kak arbani bawa kak bani tenang dewasa ayah percaya dillan ancika kali cocok main kak bani percaya sukses pokok,Positive
2023-12-13T13:53:18Z,@istiqomahisti5797,"Ga pernah nonton dilan tahun berapapun...
Bukan karna ga suka ceritanya, tapi ga suka karena pemeran dilan yang menye""...
Kalo arbani, langsung cuss nonton",5,1,-,-,aY7tiJJTG_4,ga nonton dil karna ga suka cerita ga suka per dil menye kalo arbani langsung cuss nonton,Neutral
2024-01-20T17:40:37Z,@pita6892,Sama wkwk,0,-,@istiqomahisti5797,"Ga pernah nonton dilan tahun berapapun...
Bukan karna ga suka ceritanya, tapi ga suka karena pemeran dilan yang menye""...
Kalo arbani, langsung cuss nonton",aY7tiJJTG_4,wkwk,Neutral
2023-12-13T13:38:16Z,@BMTLFOS,Keren bgitu trailernya apaan dah,1,0,-,-,aY7tiJJTG_4,keren bgitu trailer dah,Neutral
2023-12-13T13:25:30Z,@nurastiya8868,"buat netizen jangan seenaknya menilai kek gitu setidaknya hargai lahhh kk bani udah berusaha menampilkan yg terbaik😊lagian keren kok filemnya gue liat trailernya aj udah gemes bt, apapun judul flmx kl kk bani pemeran utamanya menurut gue slalu cocok keren pisan natural bt ektingnya😊😊",31,1,-,-,aY7tiJJTG_4,netizen nilai kek gitu harga lahhh kk bani udah usaha tampil yg terbaiklagian keren filemnya gue liat trailer aj udah gemes bt apa judul flmx kl kk bani per utama gue slalu cocok keren pis natural bt ektingnya,Positive
